path_id,context,step_index,state,state_label,node_id,final_energy_eV,relative_to_start_eV,delta_from_previous_step_eV,max_force_eVA
path_68,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_68,vacancy_co_top_3,1,O,O*,vacancy_co_top_3__O__O_atom_tilt0_az0,-530.205383,4.862183,4.862183,0.009774
path_68,vacancy_co_top_3,2,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az330,-535.219666,-0.152100,-5.014282,0.009792
path_68,vacancy_co_top_3,3,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,-4.452698,0.022601
path_68,vacancy_co_top_3,4,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt30_az300,-544.841553,-9.773987,-5.169189,0.009978
path_68,vacancy_co_top_3,5,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,5.269958,0.019020
path_69,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_69,vacancy_co_top_3,1,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,-4.504028,0.019020
path_69,vacancy_co_top_3,2,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt0_az0,-544.675110,-9.607544,-5.103516,0.029192
path_69,vacancy_co_top_3,3,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,5.002747,0.022601
path_69,vacancy_co_top_3,4,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az270,-535.219543,-0.151978,4.452820,0.009888
path_69,vacancy_co_top_3,5,O,O*,vacancy_co_top_3__O__O_atom_tilt0_az0,-530.205383,4.862183,5.014160,0.009774
path_70,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_70,vacancy_co_top_3,1,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,-4.504028,0.019020
path_70,vacancy_co_top_3,2,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt0_az0,-544.675110,-9.607544,-5.103516,0.029192
path_70,vacancy_co_top_3,3,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,5.002747,0.022601
path_70,vacancy_co_top_3,4,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az330,-535.219666,-0.152100,4.452698,0.009792
path_70,vacancy_co_top_3,5,O,O*,vacancy_co_top_3__O__O_atom_tilt0_az0,-530.205383,4.862183,5.014282,0.009774
path_71,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_71,vacancy_co_top_3,1,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,-4.504028,0.019020
path_71,vacancy_co_top_3,2,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt30_az300,-544.841553,-9.773987,-5.269958,0.009978
path_71,vacancy_co_top_3,3,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,5.169189,0.022601
path_71,vacancy_co_top_3,4,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az270,-535.219543,-0.151978,4.452820,0.009888
path_71,vacancy_co_top_3,5,O,O*,vacancy_co_top_3__O__O_atom_tilt0_az0,-530.205383,4.862183,5.014160,0.009774
path_72,vacancy_co_top_3,0,O2,OO*,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,-535.067566,0.000000,0.000000,0.009016
path_72,vacancy_co_top_3,1,OOH,OOH*,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,-539.571594,-4.504028,-4.504028,0.019020
path_72,vacancy_co_top_3,2,H2O2,H2O2*,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt30_az300,-544.841553,-9.773987,-5.269958,0.009978
path_72,vacancy_co_top_3,3,H2O,H2O*,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,-539.672363,-4.604797,5.169189,0.022601
path_72,vacancy_co_top_3,4,OH,OH*,vacancy_co_top_3__OH__OH_cotop3_h1p70_co_bound_tilt30_az330,-535.219666,-0.152100,4.452698,0.009792
path_72,vacancy_co_top_3,5,O,O*,vacancy_co_top_3__O__O_atom_tilt0_az0,-530.205383,4.862183,5.014282,0.009774
path_73,vacancy_edge_bridge,0,O2,OO*,vacancy_edge_bridge__O2__O2_end_on_tilt30_az240,-534.991089,0.000000,0.000000,0.014184
path_73,vacancy_edge_bridge,1,O,O*,vacancy_edge_bridge__O__O_atom_tilt0_az0,-530.160889,4.830200,4.830200,0.008094
path_73,vacancy_edge_bridge,2,OH,OH*,vacancy_edge_bridge__OH__OH_co_bound_tilt30_az270,-535.297668,-0.306580,-5.136780,0.009943
path_73,vacancy_edge_bridge,3,H2O,H2O*,vacancy_edge_bridge__H2O__H2O_co_bound_tilt30_az150,-540.344055,-5.352966,-5.046387,0.009766
path_74,vacancy_edge_bridge,0,O2,OO*,vacancy_edge_bridge__O2__O2_end_on_tilt30_az240,-534.991089,0.000000,0.000000,0.014184
path_74,vacancy_edge_bridge,1,OOH,OOH*,vacancy_edge_bridge__OOH__OOH_default_tilt30_az300,-539.835815,-4.844727,-4.844727,0.015551
path_74,vacancy_edge_bridge,2,OH,OH*,vacancy_edge_bridge__OH__OH_co_bound_tilt30_az270,-535.297668,-0.306580,4.538147,0.009943
path_74,vacancy_edge_bridge,3,H2O,H2O*,vacancy_edge_bridge__H2O__H2O_co_bound_tilt30_az150,-540.344055,-5.352966,-5.046387,0.009766
path_75,vacancy_edge_bridge,0,O2,OO*,vacancy_edge_bridge__O2__O2_end_on_tilt30_az240,-534.991089,0.000000,0.000000,0.014184
path_75,vacancy_edge_bridge,1,O,O*,vacancy_edge_bridge__O__O_atom_tilt0_az0,-530.160889,4.830200,4.830200,0.008094
path_75,vacancy_edge_bridge,2,OH,OH*,vacancy_edge_bridge__OH__OH_co_bound_tilt30_az270,-535.297668,-0.306580,-5.136780,0.009943
path_75,vacancy_edge_bridge,3,OOH,OOH*,vacancy_edge_bridge__OOH__OOH_default_tilt30_az300,-539.835815,-4.844727,-4.538147,0.015551
path_76,vacancy_edge_bridge,0,O2,OO*,vacancy_edge_bridge__O2__O2_end_on_tilt30_az240,-534.991089,0.000000,0.000000,0.014184
path_76,vacancy_edge_bridge,1,OOH,OOH*,vacancy_edge_bridge__OOH__OOH_default_tilt30_az300,-539.835815,-4.844727,-4.844727,0.015551
path_76,vacancy_edge_bridge,2,OH,OH*,vacancy_edge_bridge__OH__OH_co_bound_tilt30_az270,-535.297668,-0.306580,4.538147,0.009943
path_76,vacancy_edge_bridge,3,O,O*,vacancy_edge_bridge__O__O_atom_tilt0_az0,-530.160889,4.830200,5.136780,0.008094
